PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,similarity,method_type,methods_used
36774463,Comparison of automated segmentation techniques for magnetic resonance images of the prostate,"Isaksson LJ, Pepa M, Summers P, Zaffaroni M, Vincini MG, Corrao G, Mazzola GC, Rotondi M, Lo Presti G, Raimondi S, Gandini S, Volpe S, Haron Z, Alessi S, Pricolo P, Mistretta FA, Luzzago S, Cattani F, Musi G, Cobelli O, Cremonesi M, Orecchia R, Marvaso G, Petralia G, Jereczek-Fossa BA.",BMC Med Imaging. 2023 Feb 11;23(1):32. doi: 10.1186/s12880-023-00974-y.,Isaksson LJ,BMC Med Imaging,2023,2023/02/11,PMC9921124,,10.1186/s12880-023-00974-y,"BACKGROUND: Contouring of anatomical regions is a crucial step in the medical workflow and is both time-consuming and prone to intra- and inter-observer variability. This study compares different strategies for automatic segmentation of the prostate in T2-weighted MRIs.
METHODS: This study included 100 patients diagnosed with prostate adenocarcinoma who had undergone multi-parametric MRI and prostatectomy. From the T2-weighted MR images, ground truth segmentation masks were established by consensus from two expert radiologists. The prostate was then automatically contoured with six different methods: (1) a multi-atlas algorithm, (2) a proprietary algorithm in the Syngo.Via medical imaging software, and four deep learning models: (3) a V-net trained from scratch, (4) a pre-trained 2D U-net, (5) a GAN extension of the 2D U-net, and (6) a segmentation-adapted EfficientDet architecture. The resulting segmentations were compared and scored against the ground truth masks with one 70/30 and one 50/50 train/test data split. We also analyzed the association between segmentation performance and clinical variables.
RESULTS: The best performing method was the adapted EfficientDet (model 6), achieving a mean Dice coefficient of 0.914, a mean absolute volume difference of 5.9%, a mean surface distance (MSD) of 1.93 pixels, and a mean 95th percentile Hausdorff distance of 3.77 pixels. The deep learning models were less prone to serious errors (0.854 minimum Dice and 4.02 maximum MSD), and no significant relationship was found between segmentation performance and clinical variables.
CONCLUSIONS: Deep learning-based segmentation techniques can consistently achieve Dice coefficients of 0.9 or above with as few as 50 training patients, regardless of architectural archetype. The atlas-based and Syngo.via methods found in commercial clinical software performed significantly worse (0.855[Formula: see text]0.887 Dice).",0.11363928793718851,computer vision,GAN
35936377,Analysis and Recognition of Clinical Features of Diabetes Based on Convolutional Neural Network,"Wang R, Li P, Yang Z.",Comput Math Methods Med. 2022 Jul 29;2022:7902786. doi: 10.1155/2022/7902786. eCollection 2022.,Wang R,Comput Math Methods Med,2022,2022/08/08,PMC9355780,,10.1155/2022/7902786,"Diabetes mellitus is a common chronic noncommunicable disease, the main manifestation of which is the long-term high blood sugar level in patients due to metabolic disorders. However, due to excessive reliance on the clinical experience of ophthalmologists, our diagnosis takes a long time, and it is prone to missed diagnosis and misdiagnosis. In recent years, with the development of deep learning, its application in the auxiliary diagnosis of diabetic retinopathy has become possible. How to use the powerful feature extraction ability of deep learning algorithm to realize the mining of massive medical data is of great significance. Therefore, under the action of computer-aided technology, this paper processes and analyzes the retinal images of the fundus through traditional image processing and convolutional neural network-related methods, so as to achieve the role of assisting clinical treatment. Based on the admission records of diabetic patients after data analysis and feature processing, this paper uses an improved convolutional neural network algorithm to establish a model for predicting changes in diabetic conditions. The model can assist doctors to judge the patient's treatment effect by using it based on the case records of inpatient diagnosis and treatment and to predict the risk of readmission of inpatients after discharge. It also can help to judge the effectiveness of the treatment plan. The results of the study show that the model proposed in this paper has a lower probability of misjudging patients with poor recovery as good recovery, and the prediction is more accurate.",0.11235558272520871,computer vision,Unknown
34765089,Deep-learning in situ classification of HIV-1 virion morphology,"Rey JS, Li W, Bryer AJ, Beatson H, Lantz C, Engelman AN, Perilla JR.",Comput Struct Biotechnol J. 2021 Oct 5;19:5688-5700. doi: 10.1016/j.csbj.2021.10.001. eCollection 2021.,Rey JS,Comput Struct Biotechnol J,2021,2021/11/12,PMC8554174,,10.1016/j.csbj.2021.10.001,"Transmission electron microscopy (TEM) has a multitude of uses in biomedical imaging due to its ability to discern ultrastructure morphology at the nanometer scale. Through its ability to directly visualize virus particles, TEM has for several decades been an invaluable tool in the virologist's toolbox. As applied to HIV-1 research, TEM is critical to evaluate activities of inhibitors that block the maturation and morphogenesis steps of the virus lifecycle. However, both the preparation and analysis of TEM micrographs requires time consuming manual labor. Through the dedicated use of computer vision frameworks and machine learning techniques, we have developed a convolutional neural network backbone of a two-stage Region Based Convolutional Neural Network (RCNN) capable of identifying, segmenting and classifying HIV-1 virions at different stages of maturation and morphogenesis. Our results outperformed common RCNN backbones, achieving 80.0% mean Average Precision on a diverse set of micrographs comprising different experimental samples and magnifications. We expect that this tool will be of interest to a broad range of researchers.",0.10063193500761936,computer vision,Unknown
34695111,OutbreakFlow: Model-based Bayesian inference of disease outbreak dynamics with invertible neural networks and its application to the COVID-19 pandemics in Germany,"Radev ST, Graw F, Chen S, Mutters NT, Eichel VM, Bärnighausen T, Köthe U.",PLoS Comput Biol. 2021 Oct 25;17(10):e1009472. doi: 10.1371/journal.pcbi.1009472. eCollection 2021 Oct.,Radev ST,PLoS Comput Biol,2021,2021/10/25,PMC8584772,,10.1371/journal.pcbi.1009472,"Mathematical models in epidemiology are an indispensable tool to determine the dynamics and important characteristics of infectious diseases. Apart from their scientific merit, these models are often used to inform political decisions and interventional measures during an ongoing outbreak. However, reliably inferring the epidemical dynamics by connecting complex models to real data is still hard and requires either laborious manual parameter fitting or expensive optimization methods which have to be repeated from scratch for every application of a given model. In this work, we address this problem with a novel combination of epidemiological modeling with specialized neural networks. Our approach entails two computational phases: In an initial training phase, a mathematical model describing the epidemic is used as a coach for a neural network, which acquires global knowledge about the full range of possible disease dynamics. In the subsequent inference phase, the trained neural network processes the observed data of an actual outbreak and infers the parameters of the model in order to realistically reproduce the observed dynamics and reliably predict future progression. With its flexible framework, our simulation-based approach is applicable to a variety of epidemiological models. Moreover, since our method is fully Bayesian, it is designed to incorporate all available prior knowledge about plausible parameter values and returns complete joint posterior distributions over these parameters. Application of our method to the early Covid-19 outbreak phase in Germany demonstrates that we are able to obtain reliable probabilistic estimates for important disease characteristics, such as generation time, fraction of undetected infections, likelihood of transmission before symptom onset, and reporting delays using a very moderate amount of real-world observations.",0.12073530366032131,other,Unknown
34608186,Detection and analysis of COVID-19 in medical images using deep learning techniques,"Yang D, Martinez C, Visuña L, Khandhar H, Bhatt C, Carretero J.",Sci Rep. 2021 Oct 4;11(1):19638. doi: 10.1038/s41598-021-99015-3.,Yang D,Sci Rep,2021,2021/10/05,PMC8490426,,10.1038/s41598-021-99015-3,"The main purpose of this work is to investigate and compare several deep learning enhanced techniques applied to X-ray and CT-scan medical images for the detection of COVID-19. In this paper, we used four powerful pre-trained CNN models, VGG16, DenseNet121, ResNet50,and ResNet152, for the COVID-19 CT-scan binary classification task. The proposed Fast.AI ResNet framework was designed to find out the best architecture, pre-processing, and training parameters for the models largely automatically. The accuracy and F1-score were both above 96% in the diagnosis of COVID-19 using CT-scan images. In addition, we applied transfer learning techniques to overcome the insufficient data and to improve the training time. The binary and multi-class classification of X-ray images tasks were performed by utilizing enhanced VGG16 deep transfer learning architecture. High accuracy of 99% was achieved by enhanced VGG16 in the detection of X-ray images from COVID-19 and pneumonia. The accuracy and validity of the algorithms were assessed on X-ray and CT-scan well-known public datasets. The proposed methods have better results for COVID-19 diagnosis than other related in literature. In our opinion, our work can help virologists and radiologists to make a better and faster diagnosis in the struggle against the outbreak of COVID-19.",0.11269914460347594,computer vision,"ResNet, CNN"
34584193,Deep learning-based virtual cytokeratin staining of gastric carcinomas to measure tumor-stroma ratio,"Hong Y, Heo YJ, Kim B, Lee D, Ahn S, Ha SY, Sohn I, Kim KM.",Sci Rep. 2021 Sep 28;11(1):19255. doi: 10.1038/s41598-021-98857-1.,Hong Y,Sci Rep,2021,2021/09/29,PMC8478925,,10.1038/s41598-021-98857-1,"The tumor-stroma ratio (TSR) determined by pathologists is subject to intra- and inter-observer variability. We aimed to develop a computational quantification method of TSR using deep learning-based virtual cytokeratin staining algorithms. Patients with 373 advanced (stage III [n = 171] and IV [n = 202]) gastric cancers were analyzed for TSR. Moderate agreement was observed, with a kappa value of 0.623, between deep learning metrics (dTSR) and visual measurement by pathologists (vTSR) and the area under the curve of receiver operating characteristic of 0.907. Moreover, dTSR was significantly associated with the overall survival of the patients (P = 0.0024). In conclusion, we developed a virtual cytokeratin staining and deep learning-based TSR measurement, which may aid in the diagnosis of TSR in gastric cancer.",0.14821154903008404,other,Unknown
34564904,Deep Generative Medical Image Harmonization for Improving Cross-Site Generalization in Deep Learning Predictors,"Bashyam VM, Doshi J, Erus G, Srinivasan D, Abdulkadir A, Singh A, Habes M, Fan Y, Masters CL, Maruff P, Zhuo C, Völzke H, Johnson SC, Fripp J, Koutsouleris N, Satterthwaite TD, Wolf DH, Gur RE, Gur RC, Morris JC, Albert MS, Grabe HJ, Resnick SM, Bryan NR, Wittfeld K, Bülow R, Wolk DA, Shou H, Nasrallah IM, Davatzikos C; iSTAGING and PHENOM consortia.",J Magn Reson Imaging. 2022 Mar;55(3):908-916. doi: 10.1002/jmri.27908. Epub 2021 Sep 25.,Bashyam VM,J Magn Reson Imaging,2022,2021/09/26,PMC8844038,NIHMS1735730,10.1002/jmri.27908,"BACKGROUND: In the medical imaging domain, deep learning-based methods have yet to see widespread clinical adoption, in part due to limited generalization performance across different imaging devices and acquisition protocols. The deviation between estimated brain age and biological age is an established biomarker of brain health and such models may benefit from increased cross-site generalizability.
PURPOSE: To develop and evaluate a deep learning-based image harmonization method to improve cross-site generalizability of deep learning age prediction.
STUDY TYPE: Retrospective.
POPULATION: Eight thousand eight hundred and seventy-six subjects from six sites. Harmonization models were trained using all subjects. Age prediction models were trained using 2739 subjects from a single site and tested using the remaining 6137 subjects from various other sites.
FIELD STRENGTH/SEQUENCE: Brain imaging with magnetization prepared rapid acquisition with gradient echo or spoiled gradient echo sequences at 1.5 T and 3 T.
ASSESSMENT: StarGAN v2, was used to perform a canonical mapping from diverse datasets to a reference domain to reduce site-based variation while preserving semantic information. Generalization performance of deep learning age prediction was evaluated using harmonized, histogram matched, and unharmonized data.
STATISTICAL TESTS: Mean absolute error (MAE) and Pearson correlation between estimated age and biological age quantified the performance of the age prediction model.
RESULTS: Our results indicated a substantial improvement in age prediction in out-of-sample data, with the overall MAE improving from 15.81 (±0.21) years to 11.86 (±0.11) with histogram matching to 7.21 (±0.22) years with generative adversarial network (GAN)-based harmonization. In the multisite case, across the 5 out-of-sample sites, MAE improved from 9.78 (±6.69) years to 7.74 (±3.03) years with histogram normalization to 5.32 (±4.07) years with GAN-based harmonization.
DATA CONCLUSION: While further research is needed, GAN-based medical image harmonization appears to be a promising tool for improving cross-site deep learning generalization.
LEVEL OF EVIDENCE: 4 TECHNICAL EFFICACY: Stage 1.",0.17511722321801643,computer vision,GAN
34362317,Prediction of the local treatment outcome in patients with oropharyngeal squamous cell carcinoma using deep learning analysis of pretreatment FDG-PET images,"Fujima N, Andreu-Arasa VC, Meibom SK, Mercier GA, Truong MT, Hirata K, Yasuda K, Kano S, Homma A, Kudo K, Sakai O.",BMC Cancer. 2021 Aug 6;21(1):900. doi: 10.1186/s12885-021-08599-6.,Fujima N,BMC Cancer,2021,2021/08/07,PMC8344209,,10.1186/s12885-021-08599-6,"BACKGROUND: This study aimed to assess the utility of deep learning analysis using pretreatment FDG-PET images to predict local treatment outcome in oropharyngeal squamous cell carcinoma (OPSCC) patients.
METHODS: One hundred fifty-four OPSCC patients who received pretreatment FDG-PET were included and divided into training (n = 102) and test (n = 52) sets. The diagnosis of local failure and local progression-free survival (PFS) rates were obtained from patient medical records. In deep learning analyses, axial and coronal images were assessed by three different architectures (AlexNet, GoogLeNET, and ResNet). In the training set, FDG-PET images were analyzed after the data augmentation process for the diagnostic model creation. A multivariate clinical model was also created using a binomial logistic regression model from a patient's clinical characteristics. The test data set was subsequently analyzed for confirmation of diagnostic accuracy. Assessment of local PFS rates was also performed.
RESULTS: Training sessions were successfully performed with an accuracy of 74-89%. ROC curve analyses revealed an AUC of 0.61-0.85 by the deep learning model in the test set, whereas it was 0.62 by T-stage, 0.59 by clinical stage, and 0.74 by a multivariate clinical model. The highest AUC (0.85) was obtained with deep learning analysis of ResNet architecture. Cox proportional hazards regression analysis revealed deep learning-based classification by a multivariate clinical model (P < .05), and ResNet (P < .001) was a significant predictor of the treatment outcome. In the Kaplan-Meier analysis, the deep learning-based classification divided the patient's local PFS rate better than the T-stage, clinical stage, and a multivariate clinical model.
CONCLUSIONS: Deep learning-based diagnostic model with FDG-PET images indicated its possibility to predict local treatment outcomes in OPSCCs.",0.26800137079933106,computer vision,"logistic regression, ResNet"
34017001,Deep learning predicts cardiovascular disease risks from lung cancer screening low dose computed tomography,"Chao H, Shan H, Homayounieh F, Singh R, Khera RD, Guo H, Su T, Wang G, Kalra MK, Yan P.",Nat Commun. 2021 May 20;12(1):2963. doi: 10.1038/s41467-021-23235-4.,Chao H,Nat Commun,2021,2021/05/21,PMC8137697,,10.1038/s41467-021-23235-4,"Cancer patients have a higher risk of cardiovascular disease (CVD) mortality than the general population. Low dose computed tomography (LDCT) for lung cancer screening offers an opportunity for simultaneous CVD risk estimation in at-risk patients. Our deep learning CVD risk prediction model, trained with 30,286 LDCTs from the National Lung Cancer Screening Trial, achieves an area under the curve (AUC) of 0.871 on a separate test set of 2,085 subjects and identifies patients with high CVD mortality risks (AUC of 0.768). We validate our model against ECG-gated cardiac CT based markers, including coronary artery calcification (CAC) score, CAD-RADS score, and MESA 10-year risk score from an independent dataset of 335 subjects. Our work shows that, in high-risk patients, deep learning can convert LDCT for lung cancer screening into a dual-screening quantitative tool for CVD risk estimation.",0.10728979255276011,other,Unknown
33880950,Global evolution of research on pulmonary nodules: a bibliometric analysis,"Li N, Wang L, Hu Y, Han W, Zheng F, Song W, Jiang J.",Future Oncol. 2021 Jul;17(20):2631-2645. doi: 10.2217/fon-2020-0987. Epub 2021 Apr 21.,Li N,Future Oncol,2021,2021/04/21,,,10.2217/fon-2020-0987,"Aim: To provide a historical and global picture of research concerning lung nodules, compare the contributions of major countries and explore research trends over the past 10 years. Methods: A bibliometric analysis of publications from Scopus (1970-2020) and Web of Science (2011-2020). Results: Publications about pulmonary nodules showed an enormous growth trend from 1970 to 2020. There is a high level of collaboration among the 20 most productive countries and regions, with the USA located at the center of the collaboration network. The keywords 'deep learning', 'artificial intelligence' and 'machine learning' are current hotspots. Conclusions: Abundant research has focused on pulmonary nodules. Deep learning is emerging as a promising tool for lung cancer diagnosis and management.",0.16123518611586085,other,Unknown
33531192,Deep Learning for Imaging and Detection of Microorganisms,"Zhang Y, Jiang H, Ye T, Juhas M.",Trends Microbiol. 2021 Jul;29(7):569-572. doi: 10.1016/j.tim.2021.01.006. Epub 2021 Jan 30.,Zhang Y,Trends Microbiol,2021,2021/02/03,,,10.1016/j.tim.2021.01.006,"Despite tremendous recent interest, the application of deep learning in microbiology has still not reached its full potential. To tackle the challenges faced by human-operated microscopy, deep-learning-based methods have been proposed for microscopic image analysis of a wide range of microorganisms, including viruses, bacteria, fungi, and parasites. We believe that deep-learning technology-based systems will be on the front line of monitoring and investigation of microorganisms.",0.28439449721104326,computer vision,Unknown
33514711,Deep convolutional neural networks to predict cardiovascular risk from computed tomography,"Zeleznik R, Foldyna B, Eslami P, Weiss J, Alexander I, Taron J, Parmar C, Alvi RM, Banerji D, Uno M, Kikuchi Y, Karady J, Zhang L, Scholtz JE, Mayrhofer T, Lyass A, Mahoney TF, Massaro JM, Vasan RS, Douglas PS, Hoffmann U, Lu MT, Aerts HJWL.",Nat Commun. 2021 Jan 29;12(1):715. doi: 10.1038/s41467-021-20966-2.,Zeleznik R,Nat Commun,2021,2021/01/30,PMC7846726,,10.1038/s41467-021-20966-2,"Coronary artery calcium is an accurate predictor of cardiovascular events. While it is visible on all computed tomography (CT) scans of the chest, this information is not routinely quantified as it requires expertise, time, and specialized equipment. Here, we show a robust and time-efficient deep learning system to automatically quantify coronary calcium on routine cardiac-gated and non-gated CT. As we evaluate in 20,084 individuals from distinct asymptomatic (Framingham Heart Study, NLST) and stable and acute chest pain (PROMISE, ROMICAT-II) cohorts, the automated score is a strong predictor of cardiovascular events, independent of risk factors (multivariable-adjusted hazard ratios up to 4.3), shows high correlation with manual quantification, and robust test-retest reliability. Our results demonstrate the clinical value of a deep learning system for the automated prediction of cardiovascular events. Implementation into clinical practice would address the unmet need of automating proven imaging biomarkers to guide management and improve population health.",0.12570644098532838,other,Unknown
33457181,Deep Learning applications for COVID-19,"Shorten C, Khoshgoftaar TM, Furht B.",J Big Data. 2021;8(1):18. doi: 10.1186/s40537-020-00392-9. Epub 2021 Jan 11.,Shorten C,J Big Data,2021,2021/01/18,PMC7797891,,10.1186/s40537-020-00392-9,"This survey explores how Deep Learning has battled the COVID-19 pandemic and provides directions for future research on COVID-19. We cover Deep Learning applications in Natural Language Processing, Computer Vision, Life Sciences, and Epidemiology. We describe how each of these applications vary with the availability of big data and how learning tasks are constructed. We begin by evaluating the current state of Deep Learning and conclude with key limitations of Deep Learning for COVID-19 applications. These limitations include Interpretability, Generalization Metrics, Learning from Limited Labeled Data, and Data Privacy. Natural Language Processing applications include mining COVID-19 research for Information Retrieval and Question Answering, as well as Misinformation Detection, and Public Sentiment Analysis. Computer Vision applications cover Medical Image Analysis, Ambient Intelligence, and Vision-based Robotics. Within Life Sciences, our survey looks at how Deep Learning can be applied to Precision Diagnostics, Protein Structure Prediction, and Drug Repurposing. Deep Learning has additionally been utilized in Spread Forecasting for Epidemiology. Our literature review has found many examples of Deep Learning systems to fight COVID-19. We hope that this survey will help accelerate the use of Deep Learning for COVID-19 research.",0.41051180695151485,both,Unknown
33328047,Prediction of systemic biomarkers from retinal photographs: development and validation of deep-learning algorithms,"Rim TH, Lee G, Kim Y, Tham YC, Lee CJ, Baik SJ, Kim YA, Yu M, Deshmukh M, Lee BK, Park S, Kim HC, Sabayanagam C, Ting DSW, Wang YX, Jonas JB, Kim SS, Wong TY, Cheng CY.",Lancet Digit Health. 2020 Oct;2(10):e526-e536. doi: 10.1016/S2589-7500(20)30216-8.,Rim TH,Lancet Digit Health,2020,2020/12/17,,,10.1016/S2589-7500(20)30216-8,"BACKGROUND: The application of deep learning to retinal photographs has yielded promising results in predicting age, sex, blood pressure, and haematological parameters. However, the broader applicability of retinal photograph-based deep learning for predicting other systemic biomarkers and the generalisability of this approach to various populations remains unexplored.
METHODS: With use of 236 257 retinal photographs from seven diverse Asian and European cohorts (two health screening centres in South Korea, the Beijing Eye Study, three cohorts in the Singapore Epidemiology of Eye Diseases study, and the UK Biobank), we evaluated the capacities of 47 deep-learning algorithms to predict 47 systemic biomarkers as outcome variables, including demographic factors (age and sex); body composition measurements; blood pressure; haematological parameters; lipid profiles; biochemical measures; biomarkers related to liver function, thyroid function, kidney function, and inflammation; and diabetes. The standard neural network architecture of VGG16 was adopted for model development.
FINDINGS: In addition to previously reported systemic biomarkers, we showed quantification of body composition indices (muscle mass, height, and bodyweight) and creatinine from retinal photographs. Body muscle mass could be predicted with an R2 of 0·52 (95% CI 0·51-0·53) in the internal test set, and of 0·33 (0·30-0·35) in one external test set with muscle mass measurement available. The R2 value for the prediction of height was 0·42 (0·40-0·43), of bodyweight was 0·36 (0·34-0·37), and of creatinine was 0·38 (0·37-0·40) in the internal test set. However, the performances were poorer in external test sets (with the lowest performance in the European cohort), with R2 values ranging between 0·08 and 0·28 for height, 0·04 and 0·19 for bodyweight, and 0·01 and 0·26 for creatinine. Of the 47 systemic biomarkers, 37 could not be predicted well from retinal photographs via deep learning (R2≤0·14 across all external test sets).
INTERPRETATION: Our work provides new insights into the potential use of retinal photographs to predict systemic biomarkers, including body composition indices and serum creatinine, using deep learning in populations with a similar ethnic background. Further evaluations are warranted to validate these findings and evaluate the clinical utility of these algorithms.
FUNDING: Agency for Science, Technology, and Research and National Medical Research Council, Singapore; Korea Institute for Advancement of Technology.",0.1502525320227195,other,Unknown
